0	eng	Eywa	ɛj.wa	\N	prop.n.	Who's Eywa? Only their deity! Their goddess, made up of all living things. Everything they know! You'd know this if you had any training whatsoever.
8396	de	säkanom	sæ.ˈka.nom	\N	n.	etwas Erhaltenes, Bekommenes
8396	eng	säkanom	sæ.ˈka.nom	\N	n.	something acquired, an acquisition, a possession
8396	est	säkanom	sæ.ˈka.nom	\N	n.	omandatud asi, omand
8396	hu	säkanom	sæ.ˈka.nom	\N	n.	szerzemény, tulajdon
8396	nl	säkanom	sæ.ˈka.nom	\N	n.	iets dat verschaft/verkregen is, een bezitting
8396	pl	säkanom	sæ.ˈka.nom	\N	n.	nabytek, dorobek, zdobycz
8396	ru	säkanom	sæ.ˈka.nom	\N	n.	приобретение
8400	de	srìn	sɾ·ɪn	sr<1><2><3>ìn	vtr.	zeitweise von etwas zu etwas anderem übertragen (selten ohne Präfixe benutzt)
8400	eng	srìn	sɾ·ɪn	sr<1><2><3>ìn	vtr.	transfer from one to another (rarely used without prefix)
8400	est	srìn	sɾ·ɪn	sr<1><2><3>ìn	vtr.	ühelt teisele üle andma (kasutatakse harva eesliideteta)
8400	hu	srìn	sɾ·ɪn	sr<1><2><3>ìn	vtr.	áthelyez, átad egyiktől a másiknak (ritkán használatos prefixum nélkül)
8400	nl	srìn	sɾ·ɪn	sr<1><2><3>ìn	vtr.	doorgeven van een naar een ander (zelden gebruikt zonder voorvoegsel)
8400	pl	srìn	sɾ·ɪn	sr<1><2><3>ìn	vtr.	przenieść tymczasowo od jednej osoby do drugiej (rzadko uzywany bez przedrostka)
8400	ru	srìn	sɾ·ɪn	sr<1><2><3>ìn	vtr.	передача
8404	de	käsrìn	kæ.ˈsɾ·ɪn	käsr<1><2><3>ìn	vtr.	leihen, verleihen, verborgen
8404	eng	käsrìn	kæ.ˈsɾ·ɪn	käsr<1><2><3>ìn	vtr.	lend
8404	est	käsrìn	kæ.ˈsɾ·ɪn	käsr<1><2><3>ìn	vtr.	laenuks andma, laenama
8404	hu	käsrìn	kæ.ˈsɾ·ɪn	käsr<1><2><3>ìn	vtr.	kölcsön ad
8404	nl	käsrìn	kæ.ˈsɾ·ɪn	käsr<1><2><3>ìn	vtr.	uitlenen (aan iemand)
8404	pl	käsrìn	kæ.ˈsɾ·ɪn	käsr<1><2><3>ìn	vtr.	pożyczać (komuś)
8404	ru	käsrìn	kæ.ˈsɾ·ɪn	käsr<1><2><3>ìn	vtr.	давать на время
8408	de	zasrìn	za.ˈsɾ·ɪn	zasr<1><2><3>ìn	vtr.	borgen, ausborgen, ausleihen
8408	eng	zasrìn	za.ˈsɾ·ɪn	zasr<1><2><3>ìn	vtr.	borrow
8408	est	zasrìn	za.ˈsɾ·ɪn	zasr<1><2><3>ìn	vtr.	laenuks võtma, laenama
8408	hu	zasrìn	za.ˈsɾ·ɪn	zasr<1><2><3>ìn	vtr.	kölcsön vesz
8408	nl	zasrìn	za.ˈsɾ·ɪn	zasr<1><2><3>ìn	vtr.	lenen (van iemand)
8408	pl	zasrìn	za.ˈsɾ·ɪn	zasr<1><2><3>ìn	vtr.	pożyczać (od kogoś)
8408	ru	zasrìn	za.ˈsɾ·ɪn	zasr<1><2><3>ìn	vtr.	занять
8412	de	säsrìn	sæ.ˈsɾɪn	\N	n.	etwas Geliehenes, Geborgtes
8412	eng	säsrìn	sæ.ˈsɾɪn	\N	n.	lent or borrowed thing
8412	est	säsrìn	sæ.ˈsɾɪn	\N	n.	laenatud asi
8412	hu	säsrìn	sæ.ˈsɾɪn	\N	n.	kölcsön adott vagy kölcsön vett dolog
8412	nl	säsrìn	sæ.ˈsɾɪn	\N	n.	(uit)geleend object
8412	pl	säsrìn	sæ.ˈsɾɪn	\N	n.	rzecz pożyczona
8412	ru	säsrìn	sæ.ˈsɾɪn	\N	n.	занятое
8416	de	pxìmun'i	p'ɪ.m·un.ʔˈ·i	pxìm<1><2>un'<3>i	vtr.	teilen, trennen, entzweien
8416	eng	pxìmun'i	p'ɪ.m·un.ʔˈ·i	pxìm<1><2>un'<3>i	vtr.	divide, cut into parts
8416	est	pxìmun'i	p'ɪ.m·un.ʔˈ·i	pxìm<1><2>un'<3>i	vtr.	jagama, jaotama, tükkideks lõikama
8416	hu	pxìmun'i	p'ɪ.m·un.ʔˈ·i	pxìm<1><2>un'<3>i	vtr.	feloszt, részekre vág
8416	nl	pxìmun'i	p'ɪ.m·un.ʔˈ·i	pxìm<1><2>un'<3>i	vtr.	verdelen, in stukken snijden
8416	pl	pxìmun'i	p'ɪ.m·un.ʔˈ·i	pxìm<1><2>un'<3>i	vtr.	dzielić
8416	ru	pxìmun'i	p'ɪ.m·un.ʔˈ·i	pxìm<1><2>un'<3>i	vtr.	делить
8420	de	lätxayn	l·æ.ˈt'·ajn	l<1><2>ätx<3>ayn	vtr.	(im Kampf) besiegen, überwältigen, erobern, bezwingen
8420	eng	lätxayn	l·æ.ˈt'·ajn	l<1><2>ätx<3>ayn	vtr.	defeat in battle, conquer
8420	est	lätxayn	l·æ.ˈt'·ajn	l<1><2>ätx<3>ayn	vtr.	alistama (lagingus), vallutama
8420	hu	lätxayn	l·æ.ˈt'·ajn	l<1><2>ätx<3>ayn	vtr.	csatában legyőz, meghódít
8420	nl	lätxayn	l·æ.ˈt'·ajn	l<1><2>ätx<3>ayn	vtr.	verslagen in gevecht, overwinnen
8420	pl	lätxayn	l·æ.ˈt'·ajn	l<1><2>ätx<3>ayn	vtr.	pokonać, podbić
8420	ru	lätxayn	l·æ.ˈt'·ajn	l<1><2>ätx<3>ayn	vtr.	победить в бою, завоевать
8424	de	sälätxayn	sæ.læ.ˈt'ajn	\N	n.	Niederlage, Sieg (über jemanden)
8424	eng	sälätxayn	sæ.læ.ˈt'ajn	\N	n.	defeat, an instance of defeat
8424	est	sälätxayn	sæ.læ.ˈt'ajn	\N	n.	kaotus, kui ollakse alistatud
8424	hu	sälätxayn	sæ.læ.ˈt'ajn	\N	n.	vereség, legyőzöttség
8424	nl	sälätxayn	sæ.læ.ˈt'ajn	\N	n.	verslaan, een verlies
8424	pl	sälätxayn	sæ.læ.ˈt'ajn	\N	n.	pokonanie, podbój
8424	ru	sälätxayn	sæ.læ.ˈt'ajn	\N	n.	победа
8428	de	yll	jḷ	\N	adj.	gemeinschaftlich, kommunal, Gemeinde
8428	eng	yll	jḷ	\N	adj.	communal
8428	est	yll	jḷ	\N	adj.	kogukondlik, ühine
8428	hu	yll	jḷ	\N	adj.	közösségi, közös
8428	nl	yll	jḷ	\N	adj.	gezamenlijk
8428	pl	yll	jḷ	\N	adj.	wspólny
8428	ru	yll	jḷ	\N	adj.	общинный
8432	de	nìyll	nɪ.ˈjḷ	\N	adv.	in gemeinschaftlicher Weise
8432	eng	nìyll	nɪ.ˈjḷ	\N	adv.	communally, in a communal manner
8432	est	nìyll	nɪ.ˈjḷ	\N	adv.	ühiselt
8432	hu	nìyll	nɪ.ˈjḷ	\N	adv.	közösen, közös módon
8432	nl	nìyll	nɪ.ˈjḷ	\N	adv.	gezamenlijk, op gezamenlijke wijze
8432	pl	nìyll	nɪ.ˈjḷ	\N	adv.	razem, wspólnie
8432	ru	nìyll	nɪ.ˈjḷ	\N	adv.	общинно
8436	de	hona	ˈho.na	\N	adj.	liebenswert, reizend, niedlich
8436	eng	hona	ˈho.na	\N	adj.	endearing, adorable, cute
8436	est	hona	ˈho.na	\N	adj.	armas, imetlusväärne
8436	hu	hona	ˈho.na	\N	adj.	kedves, imádnivaló, cuki
8436	nl	hona	ˈho.na	\N	adj.	schattig, leuk
8436	pl	hona	ˈho.na	\N	adj.	czarujący, ujmujący, słodki
8436	ru	hona	ˈho.na	\N	adj.	милый, обожаемый, привлекательный
8440	de	tìhona	tɪ.ˈho.na	\N	n.	Niedlichkeit, Liebenswertheit
8440	eng	tìhona	tɪ.ˈho.na	\N	n.	cuteness, adorableness
8440	est	tìhona	tɪ.ˈho.na	\N	n.	imetlusväärsus
8440	hu	tìhona	tɪ.ˈho.na	\N	n.	cukiság, kedvesség
8440	nl	tìhona	tɪ.ˈho.na	\N	n.	leukheid, schattigheid
8440	pl	tìhona	tɪ.ˈho.na	\N	n.	czar, powab
8440	ru	tìhona	tɪ.ˈho.na	\N	n.	привлекательность
8444	de	fäkä	fæ.ˈk·æ	fäk<1><2><3>ä	vin.	hinaufgehen, aufsteigen, hochsteigen
8444	eng	fäkä	fæ.ˈk·æ	fäk<1><2><3>ä	vin.	go up, ascend
8444	est	fäkä	fæ.ˈk·æ	fäk<1><2><3>ä	vin.	tõusma, üles minema
8444	hu	fäkä	fæ.ˈk·æ	fäk<1><2><3>ä	vin.	felmegy, felszáll
8444	nl	fäkä	fæ.ˈk·æ	fäk<1><2><3>ä	vin.	omhoog gaan
8444	pl	fäkä	fæ.ˈk·æ	fäk<1><2><3>ä	vin.	wejść
8444	ru	fäkä	fæ.ˈk·æ	fäk<1><2><3>ä	vin.	поднимать
8448	de	fäza'u	fæ.ˈz·a.ʔ·u	fäz<1><2>a'<3>u	vin.	hinaufkommen, heraufkommen
8448	eng	fäza'u	fæ.ˈz·a.ʔ·u	fäz<1><2>a'<3>u	vin.	come up, ascend
8448	est	fäza'u	fæ.ˈz·a.ʔ·u	fäz<1><2>a'<3>u	vin.	üles tulema, tõusma
8448	hu	fäza'u	fæ.ˈz·a.ʔ·u	fäz<1><2>a'<3>u	vin.	feljön, felszáll
8448	nl	fäza'u	fæ.ˈz·a.ʔ·u	fäz<1><2>a'<3>u	vin.	omhoog komen
8448	pl	fäza'u	fæ.ˈz·a.ʔ·u	fäz<1><2>a'<3>u	vin.	wejść
8448	ru	fäza'u	fæ.ˈz·a.ʔ·u	fäz<1><2>a'<3>u	vin.	подняться
8452	de	kllza'u	kḷ.ˈz·a.ʔ·u	kllz<1><2>a'<3>u	vin.	hinunterkommen, herunterkommen
8452	eng	kllza'u	kḷ.ˈz·a.ʔ·u	kllz<1><2>a'<3>u	vin.	come down, descend
8452	est	kllza'u	kḷ.ˈz·a.ʔ·u	kllz<1><2>a'<3>u	vin.	alla tulema, laskuma
8452	hu	kllza'u	kḷ.ˈz·a.ʔ·u	kllz<1><2>a'<3>u	vin.	lejön, leereszkedik
8452	nl	kllza'u	kḷ.ˈz·a.ʔ·u	kllz<1><2>a'<3>u	vin.	omlaag komen
8452	pl	kllza'u	kḷ.ˈz·a.ʔ·u	kllz<1><2>a'<3>u	vin.	zejść
8452	ru	kllza'u	kḷ.ˈz·a.ʔ·u	kllz<1><2>a'<3>u	vin.	спуститься
8456	de	sämok	sæ.ˈmok̚	\N	n.	Vorschlag
8456	eng	sämok	sæ.ˈmok̚	\N	n.	a suggestion
8456	est	sämok	sæ.ˈmok̚	\N	n.	soovitus, ettepanek
8456	hu	sämok	sæ.ˈmok̚	\N	n.	javaslat
8456	nl	sämok	sæ.ˈmok̚	\N	n.	suggestie, voorstel
8456	pl	sämok	sæ.ˈmok̚	\N	n.	sugestia
8456	ru	sämok	sæ.ˈmok̚	\N	n.	предложение
8460	de	mal	mal	\N	adj.	glaubhaft, vertrauenswürdig
8460	eng	mal	mal	\N	adj.	trustworthy, trustinspiring
8460	est	mal	mal	\N	adj.	usaldusväärne
8460	hu	mal	mal	\N	adj.	megbízható, szavahihető
8460	nl	mal	mal	\N	adj.	betrouwbaar
8460	pl	mal	mal	\N	adj.	godny zaufania, wzbudzający ufność
8460	ru	mal	mal	\N	adj.	надежный, вызывающий доверие
8464	de	nìmal	nɪ.ˈmal	\N	adv.	glaubhaft, ohne Zögern
8464	eng	nìmal	nɪ.ˈmal	\N	adv.	trustingly, without hesitation
8464	est	nìmal	nɪ.ˈmal	\N	adv.	usaldavalt, kahtluseta
8464	hu	nìmal	nɪ.ˈmal	\N	adv.	bízva, habozás nélkül
8464	nl	nìmal	nɪ.ˈmal	\N	adv.	vertrouwend, zonder twijfel
8464	pl	nìmal	nɪ.ˈmal	\N	adv.	ufnie, bez wahania
8464	ru	nìmal	nɪ.ˈmal	\N	adv.	доверчиво
8468	de	tìmal	tɪ.ˈmal	\N	n.	Glaubhaftigkeit, Vertrauenswürdigkeit
8468	eng	tìmal	tɪ.ˈmal	\N	n.	trustworthiness
8468	est	tìmal	tɪ.ˈmal	\N	n.	usaldusväärsus
8468	hu	tìmal	tɪ.ˈmal	\N	n.	megbízhatóság
8468	nl	tìmal	tɪ.ˈmal	\N	n.	betrouwbaarheid
8468	pl	tìmal	tɪ.ˈmal	\N	n.	wiarygodność, pewność, solidność
8468	ru	tìmal	tɪ.ˈmal	\N	n.	доверие
8472	de	kllyem	kḷ.ˈj·ɛm	klly<1><2><3>em	vtr.	vergraben, beerdigen
8472	eng	kllyem	kḷ.ˈj·ɛm	klly<1><2><3>em	vtr.	bury
8472	est	kllyem	kḷ.ˈj·ɛm	klly<1><2><3>em	vtr.	matma
8472	hu	kllyem	kḷ.ˈj·ɛm	klly<1><2><3>em	vtr.	temet
8472	nl	kllyem	kḷ.ˈj·ɛm	klly<1><2><3>em	vtr.	begraven
8472	pl	kllyem	kḷ.ˈj·ɛm	klly<1><2><3>em	vtr.	grzebać (kogoś)
8472	ru	kllyem	kḷ.ˈj·ɛm	klly<1><2><3>em	vtr.	хоронить, закапывать
8480	de	nìtsyìl	nɪ.ˈt͡sjɪl	\N	adv.	durch klettern, durch erklimmen, in kletternder Weise
8480	eng	nìtsyìl	nɪ.ˈt͡sjɪl	\N	adv.	by climbing
8480	est	nìtsyìl	nɪ.ˈt͡sjɪl	\N	adv.	ronimise abil/kaudu
8480	hu	nìtsyìl	nɪ.ˈt͡sjɪl	\N	adv.	mászva
8480	nl	nìtsyìl	nɪ.ˈt͡sjɪl	\N	adv.	door te klimmen
8480	pl	nìtsyìl	nɪ.ˈt͡sjɪl	\N	adv.	wspinając się
8480	ru	nìtsyìl	nɪ.ˈt͡sjɪl	\N	adv.	поднимаясь
8484	de	sätsyìl	sæ.ˈt͡sjɪl	\N	n.	Klettern, Erklimmen
8484	eng	sätsyìl	sæ.ˈt͡sjɪl	\N	n.	climbing event, a climb
8484	est	sätsyìl	sæ.ˈt͡sjɪl	\N	n.	ronimine
8484	hu	sätsyìl	sæ.ˈt͡sjɪl	\N	n.	mászás, megmászás
8484	nl	sätsyìl	sæ.ˈt͡sjɪl	\N	n.	klimevenement, een klim
8484	pl	sätsyìl	sæ.ˈt͡sjɪl	\N	n.	wspinaczka, zdobycie szczytu
8484	ru	sätsyìl	sæ.ˈt͡sjɪl	\N	n.	подъем (процесс)
8488	de	rìn	ɾɪn	\N	n.	Holz
8488	eng	rìn	ɾɪn	\N	n.	wood
8488	est	rìn	ɾɪn	\N	n.	puit
8488	hu	rìn	ɾɪn	\N	n.	fa (anyag)
8488	nl	rìn	ɾɪn	\N	n.	hout
8488	pl	rìn	ɾɪn	\N	n.	drewno
8488	ru	rìn	ɾɪn	\N	n.	дерево
8492	de	flawkx	flawk'	\N	n.	Leder
8492	eng	flawkx	flawk'	\N	n.	leather
8492	est	flawkx	flawk'	\N	n.	nahk (esemetel)
8492	hu	flawkx	flawk'	\N	n.	bőr (anyag)
8492	nl	flawkx	flawk'	\N	n.	leer, leder
8492	pl	flawkx	flawk'	\N	n.	skóra (wyprawiona)
8492	ru	flawkx	flawk'	\N	n.	кожа
8496	de	'ana	ˈʔa.na	\N	n.	Liane, Kletterpflanze
8496	eng	'ana	ˈʔa.na	\N	n.	hanging vine
8496	est	'ana	ˈʔa.na	\N	n.	rippuv marjapõõsas
8496	hu	'ana	ˈʔa.na	\N	n.	inda
8496	nl	'ana	ˈʔa.na	\N	n.	hangende liaan
8496	ru	'ana	ˈʔa.na	\N	n.	лиана
8500	de	tsngawpay	ˈt͡sŋaw.paj	\N	n.	Tränen
8500	eng	tsngawpay	ˈt͡sŋaw.paj	\N	n.	tears
8500	est	tsngawpay	ˈt͡sŋaw.paj	\N	n.	pisarad
8500	hu	tsngawpay	ˈt͡sŋaw.paj	\N	n.	könny
8500	nl	tsngawpay	ˈt͡sŋaw.paj	\N	n.	tranen
8500	pl	tsngawpay	ˈt͡sŋaw.paj	\N	n.	łzy
8500	ru	tsngawpay	ˈt͡sŋaw.paj	\N	n.	слезы
8504	de	tsngawpayvi	ˈt͡sŋaw.paj.vi	\N	n.	Träne
8504	eng	tsngawpayvi	ˈt͡sŋaw.paj.vi	\N	n.	teardrop
8504	est	tsngawpayvi	ˈt͡sŋaw.paj.vi	\N	n.	pisar
8504	hu	tsngawpayvi	ˈt͡sŋaw.paj.vi	\N	n.	könnycsepp
8504	nl	tsngawpayvi	ˈt͡sŋaw.paj.vi	\N	n.	traan
8504	pl	tsngawpayvi	ˈt͡sŋaw.paj.vi	\N	n.	łza
8504	ru	tsngawpayvi	ˈt͡sŋaw.paj.vi	\N	n.	слезинка
8508	de	nìhona	nɪ.ˈho.na	\N	adv.	auf liebenswerte, niedliche Weise
8508	eng	nìhona	nɪ.ˈho.na	\N	adv.	endearingly, sweetly
8508	est	nìhona	nɪ.ˈho.na	\N	adv.	armsalt
8508	hu	nìhona	nɪ.ˈho.na	\N	adv.	kedvesen, édesen
8508	nl	nìhona	nɪ.ˈho.na	\N	adv.	schattig, lief
8508	pl	nìhona	nɪ.ˈho.na	\N	adv.	uroczo, czarująco
8508	ru	nìhona	nɪ.ˈho.na	\N	adv.	мило
8512	de	lepay	lɛ.ˈpaj	\N	adj.	wässrig, durchtränkt
8512	eng	lepay	lɛ.ˈpaj	\N	adj.	watery
8512	est	lepay	lɛ.ˈpaj	\N	adj.	vesine
8512	hu	lepay	lɛ.ˈpaj	\N	adj.	vizes
8512	nl	lepay	lɛ.ˈpaj	\N	adj.	waterig
8512	pl	lepay	lɛ.ˈpaj	\N	adj.	wodny
8512	ru	lepay	lɛ.ˈpaj	\N	adj.	водянистый
8516	de	'ul	ʔ·ul	'<1><2><3>ul	vin.	ansteigen, vermehren, erhöhen, steigern
8516	eng	'ul	ʔ·ul	'<1><2><3>ul	vin.	increase
8516	est	'ul	ʔ·ul	'<1><2><3>ul	vin.	suurendama
8516	hu	'ul	ʔ·ul	'<1><2><3>ul	vin.	növel
8516	nl	'ul	ʔ·ul	'<1><2><3>ul	vin.	verhogen, vermeerderen
8516	pl	'ul	ʔ·ul	'<1><2><3>ul	vin.	zwiększać
8516	ru	'ul	ʔ·ul	'<1><2><3>ul	vin.	увеличить
8520	de	nän	n·æn	n<1><2><3>än	vin.	abnehmen, vermindern, sinken, abfallen
8520	eng	nän	n·æn	n<1><2><3>än	vin.	decrease
8520	est	nän	n·æn	n<1><2><3>än	vin.	vähendama
8520	hu	nän	n·æn	n<1><2><3>än	vin.	csökkent
8520	nl	nän	n·æn	n<1><2><3>än	vin.	verlagen, verminderen
8520	pl	nän	n·æn	n<1><2><3>än	vin.	zmniejszać
8520	ru	nän	n·æn	n<1><2><3>än	vin.	уменьшить
8524	de	nìnän	nɪ.ˈnæn	\N	adv.	wenig, in weniger Weise, in geringer Weise
8524	eng	nìnän	nɪ.ˈnæn	\N	adv.	less
8524	est	nìnän	nɪ.ˈnæn	\N	adv.	vähem
8524	hu	nìnän	nɪ.ˈnæn	\N	adv.	kevésbé
8524	nl	nìnän	nɪ.ˈnæn	\N	adv.	minder
8524	pl	nìnän	nɪ.ˈnæn	\N	adv.	mniej
8524	ru	nìnän	nɪ.ˈnæn	\N	adv.	меньше
8528	de	nì'ul'ul	nɪ.ˈʔul.ʔul	\N	adv.	ansteigend, mehr und mehr
8528	eng	nì'ul'ul	nɪ.ˈʔul.ʔul	\N	adv.	increasingly, more and more
8528	est	nì'ul'ul	nɪ.ˈʔul.ʔul	\N	adv.	suurenevalt, üha rohkem ja rohkem
8528	hu	nì'ul'ul	nɪ.ˈʔul.ʔul	\N	adv.	növekvő mértékben, egyre inkább
8528	nl	nì'ul'ul	nɪ.ˈʔul.ʔul	\N	adv.	meer en meer
8528	pl	nì'ul'ul	nɪ.ˈʔul.ʔul	\N	adv.	zwiększająco, coraz więcej i więcej
8528	ru	nì'ul'ul	nɪ.ˈʔul.ʔul	\N	adv.	увеличивая
8532	de	nìnänän	nɪ.ˈnæn.æn	\N	adv.	abnehmend, weniger und weniger
8532	eng	nìnänän	nɪ.ˈnæn.æn	\N	adv.	decreasingly, less and less
8532	est	nìnänän	nɪ.ˈnæn.æn	\N	adv.	vähenevalt, üha vähem ja vähem
8532	hu	nìnänän	nɪ.ˈnæn.æn	\N	adv.	csökkenő mértékben, egyre kevésbé
8532	nl	nìnänän	nɪ.ˈnæn.æn	\N	adv.	minder en minder
8532	pl	nìnänän	nɪ.ˈnæn.æn	\N	adv.	coraz mniej
8532	ru	nìnänän	nɪ.ˈnæn.æn	\N	adv.	уменьшая
8536	de	mek	mɛk̚	\N	adj.	leer; fig.: wertlos, gedankenlos, unsinnig
8536	eng	mek	mɛk̚	\N	adj.	empty, or metaphorically: having no value
8536	est	mek	mɛk̚	\N	adj.	tühi; metafooriliselt: väärtusetu
8536	hu	mek	mɛk̚	\N	adj.	üres; vagy átvitt értelemben: ``értéktelen"
8536	nl	mek	mɛk̚	\N	adj.	leeg, ook als metafoor: geen waarde hebbend
8536	pl	mek	mɛk̚	\N	adj.	pusty, w przenośni: bezwartościowy
8536	ru	mek	mɛk̚	\N	adj.	пустой, незначимый
8540	de	leioae	lɛ.i.o.ˈa.ɛ	\N	n.	Respekt
8540	eng	leioae	lɛ.i.o.ˈa.ɛ	\N	n.	respect
8540	est	leioae	lɛ.i.o.ˈa.ɛ	\N	n.	austus, respekt
8540	hu	leioae	lɛ.i.o.ˈa.ɛ	\N	n.	tisztelet
8540	nl	leioae	lɛ.i.o.ˈa.ɛ	\N	n.	respect
8540	pl	leioae	lɛ.i.o.ˈa.ɛ	\N	n.	szacunek
8540	ru	leioae	lɛ.i.o.ˈa.ɛ	\N	n.	уважение
8544	de	leioae si	lɛ.i.o.ˈa.ɛ s·i	leioae s<1><2><3>i	vin.	respektieren
8544	eng	leioae si	lɛ.i.o.ˈa.ɛ s·i	leioae s<1><2><3>i	vin.	to respect
8544	est	leioae si	lɛ.i.o.ˈa.ɛ s·i	leioae s<1><2><3>i	vin.	austama
8544	hu	leioae si	lɛ.i.o.ˈa.ɛ s·i	leioae s<1><2><3>i	vin.	tisztel
8544	nl	leioae si	lɛ.i.o.ˈa.ɛ s·i	leioae s<1><2><3>i	vin.	respecteren
8544	pl	leioae si	lɛ.i.o.ˈa.ɛ s·i	leioae s<1><2><3>i	vin.	szanować, darzyć szacunkiem
8544	ru	leioae si	lɛ.i.o.ˈa.ɛ s·i	leioae s<1><2><3>i	vin.	уважать
8548	de	säwìntxu	sæ.wɪn.ˈt'u	\N	n.	Ausstellung, Vorführung, Schau
8548	eng	säwìntxu	sæ.wɪn.ˈt'u	\N	n.	a showing, an exhibition
8548	est	säwìntxu	sæ.wɪn.ˈt'u	\N	n.	näitus, näitamine
8548	hu	säwìntxu	sæ.wɪn.ˈt'u	\N	n.	bemutató, kiállítás
8548	nl	säwìntxu	sæ.wɪn.ˈt'u	\N	n.	vertoning, tentoonstelling
8548	pl	säwìntxu	sæ.wɪn.ˈt'u	\N	n.	pokaz, wystawa
8548	ru	säwìntxu	sæ.wɪn.ˈt'u	\N	n.	показ
8552	de	tì'i'a	tɪ.ˈʔiʔ.a	\N	n.	Ende, Abschluss
8552	eng	tì'i'a	tɪ.ˈʔiʔ.a	\N	n.	ending, conclusion
8552	est	tì'i'a	tɪ.ˈʔiʔ.a	\N	n.	lõpp
8552	hu	tì'i'a	tɪ.ˈʔiʔ.a	\N	n.	befejezés
8552	nl	tì'i'a	tɪ.ˈʔiʔ.a	\N	n.	einde, conclusie
8552	pl	tì'i'a	tɪ.ˈʔiʔ.a	\N	n.	zakończenie, wiosek
8552	ru	tì'i'a	tɪ.ˈʔiʔ.a	\N	n.	окончание
8556	de	srer	sɾ·ɛɾ	sr<1><2><3>er	vin.	auftauchen, erscheinen, in Sicht kommen
8556	eng	srer	sɾ·ɛɾ	sr<1><2><3>er	vin.	appear, materialize, come into view
8556	est	srer	sɾ·ɛɾ	sr<1><2><3>er	vin.	ilmuma, tekkima, vaatevälja tulema
8556	hu	srer	sɾ·ɛɾ	sr<1><2><3>er	vin.	megjelenik, megvalósul, láthatóvá válik
8556	nl	srer	sɾ·ɛɾ	sr<1><2><3>er	vin.	verschijnen, materialiseren, in zicht komen
8556	pl	srer	sɾ·ɛɾ	sr<1><2><3>er	vin.	pojawiać się
8556	ru	srer	sɾ·ɛɾ	sr<1><2><3>er	vin.	показать (в реальности)
8560	de	'ìp	ʔ·ɪp	'<1><2><3>ìp	vin.	verschwinden, aus der Sicht verschwinden
8560	eng	'ìp	ʔ·ɪp	'<1><2><3>ìp	vin.	disappear, vanish, recede from view
8560	est	'ìp	ʔ·ɪp	'<1><2><3>ìp	vin.	kaduma, haihtuma, vaateväljast lahkuma
8560	hu	'ìp	ʔ·ɪp	'<1><2><3>ìp	vin.	eltűnik, elvész (szem elől)
8560	nl	'ìp	ʔ·ɪp	'<1><2><3>ìp	vin.	verdwijnen, uit zicht verdwijnen
8560	pl	'ìp	ʔ·ɪp	'<1><2><3>ìp	vin.	znikać
8560	ru	'ìp	ʔ·ɪp	'<1><2><3>ìp	vin.	убрать из виду
8564	de	tsong	t͡soŋ	\N	n.	Tal
8564	eng	tsong	t͡soŋ	\N	n.	valley
8564	est	tsong	t͡soŋ	\N	n.	org
8564	hu	tsong	t͡soŋ	\N	n.	völgy
8564	nl	tsong	t͡soŋ	\N	n.	vallei
8564	pl	tsong	t͡soŋ	\N	n.	dolina
8564	ru	tsong	t͡soŋ	\N	n.	долина
8568	de	tsongtsyìp	ˈt͡soŋ.t͡sjɪp	\N	n.	Grübchen
8568	eng	tsongtsyìp	ˈt͡soŋ.t͡sjɪp	\N	n.	dimple
8568	est	tsongtsyìp	ˈt͡soŋ.t͡sjɪp	\N	n.	süvend, lohk
8568	hu	tsongtsyìp	ˈt͡soŋ.t͡sjɪp	\N	n.	gödröcske (arcon)
8568	nl	tsongtsyìp	ˈt͡soŋ.t͡sjɪp	\N	n.	kuil(tje)
8568	pl	tsongtsyìp	ˈt͡soŋ.t͡sjɪp	\N	n.	dołeczek (na policzku, twarzy)
8568	ru	tsongtsyìp	ˈt͡soŋ.t͡sjɪp	\N	n.	яма
8572	de	ro'a	ˈɾ·o.ʔ·a	r<1><2>o'<3>a	vin.	beeindrucken, imponieren, Ehrfurcht und Respekt erwecken
8572	eng	ro'a	ˈɾ·o.ʔ·a	r<1><2>o'<3>a	vin.	be impressive, inspire awe or respect
8572	est	ro'a	ˈɾ·o.ʔ·a	r<1><2>o'<3>a	vin.	imetlusväärne olema, vägev olema
8572	hu	ro'a	ˈɾ·o.ʔ·a	r<1><2>o'<3>a	vin.	hatásosnak lenni, félelmet vagy tiszteletet kelteni
8572	nl	ro'a	ˈɾ·o.ʔ·a	r<1><2>o'<3>a	vin.	indrukwekkend zijn, respect afdwingen
8572	pl	ro'a	ˈɾ·o.ʔ·a	r<1><2>o'<3>a	vin.	imponować, wzbudzać podziw lub strach
8572	ru	ro'a	ˈɾ·o.ʔ·a	r<1><2>o'<3>a	vin.	быть почтенным
8576	de	säro'a	sæ.ˈɾo.ʔa	\N	n.	große Tat, Leistung
8576	eng	säro'a	sæ.ˈɾo.ʔa	\N	n.	feat, accomplishment, great deed
8576	est	säro'a	sæ.ˈɾo.ʔa	\N	n.	saavutus, imetlusväärne tegu
8576	hu	säro'a	sæ.ˈɾo.ʔa	\N	n.	hőstett, teljesítmény, nagy tett
8576	nl	säro'a	sæ.ˈɾo.ʔa	\N	n.	grote daad, iets dat volbracht is
8576	pl	säro'a	sæ.ˈɾo.ʔa	\N	n.	osiągnięcie, wielkie dokonanie
